P_1,P_2,P_3,P_4,P_5,P_6,P_7
396.401407228311+0i,377.082410482119+0i,0.558044870295067+0i,-499.792909734006+0i,0.175783668652995+19.399439679723i,0.175783668652995-19.399439679723i,-3.59665779468253+0i
396.758636700218+0i,377.196972726064+0i,0.558044870295067+0i,-500.242600061623+0i,0.175784414222269+19.4024013216741i,0.175784414222269-19.4024013216741i,-3.59665779468253+0i
397.603762965768+0i,377.360741186833+0i,0.558044870295067+0i,-501.306468673374+0i,0.175786339204271+19.406647111437i,0.175786339204271-19.406647111437i,-3.59665779468253+0i
397.877950940125+0i,378.039536162433+0i,0.558044870295067+0i,-501.651622200557+0i,0.175785976800732+19.4241109160259i,0.175785976800732-19.4241109160259i,-3.59665779468253+0i
398.536933527604+0i,378.53217175043+0i,0.558044870295067+0i,-502.481166775825+0i,0.1757868971092+19.4367931435255i,0.1757868971092-19.4367931435255i,-3.59665779468253+0i
399.37081919995+0i,378.809963609983+0i,0.558044870295067+0i,-503.530885013075+0i,0.175788596002742+19.4439585595734i,0.175788596002742-19.4439585595734i,-3.59665779468253+0i
400.147909687431+0i,379.210088105953+0i,0.558044870295067+0i,-504.509107450223+0i,0.175789950140086+19.4542585125423i,0.175789950140086-19.4542585125423i,-3.59665779468253+0i
400.7266606234+0i,379.994635429721+0i,0.558044870295067+0i,-505.23765319886+0i,0.175790199333346+19.4744023972207i,0.175790199333346-19.4744023972207i,-3.59665779468253+0i
400.945565298685+0i,380.215409696737+0i,0.558044870295067+0i,-505.513215961636+0i,0.175790411374259+19.4800693345829i,0.175790411374259-19.4800693345829i,-3.59665779468253+0i
401.371087449028+0i,380.279429502885+0i,0.558044870295067+0i,-506.048875175404+0i,0.17579138745915+19.481726064898i,0.17579138745915-19.481726064898i,-3.59665779468253+0i
401.743516435368+0i,380.884618931712+0i,0.558044870295067+0i,-506.517697525636+0i,0.175791391732629+19.4972419469925i,0.175791391732629-19.4972419469925i,-3.59665779468253+0i
402.189768961893+0i,381.271787035632+0i,0.558044870295067+0i,-507.079451723832+0i,0.175791918193007+19.5071695956936i,0.175791918193007-19.5071695956936i,-3.59665779468253+0i
402.84354960225+0i,381.780623607174+0i,0.558044870295067+0i,-507.902447842614+0i,0.175792776770862+19.5202118877422i,0.175792776770862-19.5202118877422i,-3.59665779468253+0i
403.343144619506+0i,382.154750491318+0i,0.558044870295067+0i,-508.531351118882+0i,0.175793453144752+19.5297965023648i,0.175793453144752-19.5297965023648i,-3.59665779468253+0i
403.498700177796+0i,382.211186303173+0i,0.558044870295067+0i,-508.727168707629+0i,0.175793755195311+19.5312449197402i,0.175793755195311-19.5312449197402i,-3.59665779468253+0i
403.800839948876+0i,382.871363003995+0i,0.558044870295067+0i,-509.107508826283+0i,0.175793499926668+19.5481232230494i,0.175793499926668-19.5481232230494i,-3.59665779468253+0i
404.563484695001+0i,383.681887986354+0i,0.558044870295067+0i,-510.067545244287+0i,0.175794163481075+19.5688402113838i,0.175794163481075-19.5688402113838i,-3.59665779468253+0i
405.001380865002+0i,383.779178144453+0i,0.558044870295067+0i,-510.618781090122+0i,0.175795102537747+19.5713384479716i,0.175795102537747-19.5713384479716i,-3.59665779468253+0i
405.788647261697+0i,384.48054822139+0i,0.558044870295067+0i,-511.609812260662+0i,0.175795986796735+19.5892502201065i,0.175795986796735-19.5892502201065i,-3.59665779468253+0i
406.248588240386+0i,384.631133376109+0i,0.558044870295067+0i,-512.188798562639+0i,0.17579689285335+19.5931046107915i,0.17579689285335-19.5931046107915i,-3.59665779468253+0i
406.619101243247+0i,385.447236707187+0i,0.558044870295067+0i,-512.655208381406+0i,0.175796573861531+19.6139014719647i,0.175796573861531-19.6139014719647i,-3.59665779468253+0i
407.208434126252+0i,385.825486297481+0i,0.558044870295067+0i,-513.397076191008+0i,0.175797451996408+19.62354851092i,0.175797451996408-19.62354851092i,-3.59665779468253+0i
407.64944889344+0i,386.507030666121+0i,0.558044870295067+0i,-513.952236037362+0i,0.175797509676961+19.6408959086774i,0.175797509676961-19.6408959086774i,-3.59665779468253+0i
408.428447097467+0i,387.072845264551+0i,0.558044870295067+0i,-514.932859357352+0i,0.175798566072127+19.6553012928228i,0.175798566072127-19.6553012928228i,-3.59665779468253+0i
408.485187409494+0i,387.184868996024+0i,0.558044870295067+0i,-515.004285334815+0i,0.175798537117+19.6581485086669i,0.175798537117-19.6581485086669i,-3.59665779468253+0i
408.804353714723+0i,387.231254740864+0i,0.558044870295067+0i,-515.40606078004+0i,0.175799244898525+19.6593382577788i,0.175799244898525-19.6593382577788i,-3.59665779468253+0i
409.273259160322+0i,387.282591510322+0i,0.558044870295067+0i,-515.996332074619+0i,0.175800306672804+19.6606591550578i,0.175800306672804-19.6606591550578i,-3.59665779468253+0i
409.976958106563+0i,387.335641237744+0i,0.558044870295067+0i,-516.882168054226+0i,0.175801928633577+19.6620320451068i,0.175801928633577-19.6620320451068i,-3.59665779468253+0i
410.647198287542+0i,387.533102414898+0i,0.558044870295067+0i,-517.725884751118+0i,0.175803248406449+19.6670696606488i,0.175803248406449-19.6670696606488i,-3.59665779468253+0i
411.449535483371+0i,388.030439137936+0i,0.558044870295067+0i,-518.735888003577+0i,0.175804435939817+19.6797194835945i,0.175804435939817-19.6797194835945i,-3.59665779468253+0i
412.011613805745+0i,388.276976921699+0i,0.558044870295067+0i,-519.443447332442+0i,0.175805413735285+19.6859931585261i,0.175805413735285-19.6859931585261i,-3.59665779468253+0i
412.02045043972+0i,388.50382334423+0i,0.558044870295067+0i,-519.454570470836+0i,0.175805101896246+19.6917454732412i,0.175805101896246-19.6917454732412i,-3.59665779468253+0i
412.850309283068+0i,389.275115562704+0i,0.558044870295067+0i,-520.499217928878+0i,0.175805944572858+19.7113202335703i,0.175805944572858-19.7113202335703i,-3.59665779468253+0i
413.437270324118+0i,390.080283435266+0i,0.558044870295067+0i,-521.238098683098+0i,0.175806160153643+19.7317238996183i,0.175806160153643-19.7317238996183i,-3.59665779468253+0i
413.612415866951+0i,390.587835703381+0i,0.558044870295067+0i,-521.458575350073+0i,0.175805835349435+19.7445678489015i,0.175805835349435-19.7445678489015i,-3.59665779468253+0i
413.648991711495+0i,391.174134573022+0i,0.558044870295067+0i,-521.504616346904+0i,0.175805068346202+19.7593881516536i,0.175805068346202-19.7593881516536i,-3.59665779468253+0i
413.769748050932+0i,391.267141569896+0i,0.558044870295067+0i,-521.656627560421+0i,0.17580521915901+19.7617423007934i,0.17580521915901-19.7617423007934i,-3.59665779468253+0i
414.037505756126+0i,391.971002245978+0i,0.558044870295067+0i,-521.993686460591+0i,0.175804830056156+19.7795256346986i,0.175804830056156-19.7795256346986i,-3.59665779468253+0i
414.538608667926+0i,392.324372142713+0i,0.558044870295067+0i,-522.624487902542+0i,0.175805502764748+19.7884609166341i,0.175805502764748-19.7884609166341i,-3.59665779468253+0i
414.846720880199+0i,392.957817515701+0i,0.558044870295067+0i,-523.012346401192+0i,0.175805312978071+19.804446765628i,0.175805312978071-19.804446765628i,-3.59665779468253+0i
415.056601232207+0i,393.332624680539+0i,0.558044870295067+0i,-523.276548616656+0i,0.175805266247199+19.8139004612314i,0.175805266247199-19.8139004612314i,-3.59665779468253+0i
415.351463609927+0i,393.793475954223+0i,0.558044870295067+0i,-523.647728351942+0i,0.175805296004066+19.825519589747i,0.175805296004066-19.825519589747i,-3.59665779468253+0i
415.832420140629+0i,393.81355008443+0i,0.558044870295067+0i,-524.253169918045+0i,0.175806399273786+19.8260424113965i,0.175806399273786-19.8260424113965i,-3.59665779468253+0i
416.003819776755+0i,394.567360590869+0i,0.558044870295067+0i,-524.468930434266+0i,0.175805716694863+19.845021392156i,0.175805716694863-19.845021392156i,-3.59665779468253+0i
416.753070782267+0i,395.36861376355+0i,0.558044870295067+0i,-525.412106386457+0i,0.175806324731315+19.8651953755621i,0.175806324731315-19.8651953755621i,-3.59665779468253+0i
417.349605910261+0i,395.581505987594+0i,0.558044870295067+0i,-526.163040976273+0i,0.175807415528759+19.8705663841506i,0.175807415528759-19.8705663841506i,-3.59665779468253+0i
418.112329035149+0i,396.089500522274+0i,0.558044870295067+0i,-527.123176836329+0i,0.175808467597237+19.8833529026928i,0.175808467597237-19.8833529026928i,-3.59665779468253+0i
418.328534888215+0i,396.651438996881+0i,0.558044870295067+0i,-527.395341239053+0i,0.175808169961979+19.897465259838i,0.175808169961979-19.897465259838i,-3.59665779468253+0i
418.418113441136+0i,396.880448414426+0i,0.558044870295067+0i,-527.508104586847+0i,0.175808052315543+19.9032137212355i,0.175808052315543-19.9032137212355i,-3.59665779468253+0i
419.102347725566+0i,396.942631898981+0i,0.558044870295067+0i,-528.369437747253+0i,0.175809551048735+19.9047978329467i,0.175809551048735-19.9047978329467i,-3.59665779468253+0i
419.345056852721+0i,397.700430414933+0i,0.558044870295067+0i,-528.674964663162+0i,0.175809038535115+19.9238044352439i,0.175809038535115-19.9238044352439i,-3.59665779468253+0i
420.066873390956+0i,398.173208526642+0i,0.558044870295067+0i,-529.58360624598+0i,0.175810037266524+19.9356734260875i,0.175810037266524-19.9356734260875i,-3.59665779468253+0i
420.823143256423+0i,398.416200696433+0i,0.558044870295067+0i,-530.535619280923+0i,0.175811433924736+19.9417845596329i,0.175811433924736-19.9417845596329i,-3.59665779468253+0i
421.381614382621+0i,399.242393271624+0i,0.558044870295067+0i,-531.238636069446+0i,0.175811553117053+19.9624777524974i,0.175811553117053-19.9624777524974i,-3.59665779468253+0i
421.998157107206+0i,399.331265920565+0i,0.558044870295067+0i,-532.014757077836+0i,0.175812837312274+19.9647220245856i,0.175812837312274-19.9647220245856i,-3.59665779468253+0i
422.778564743908+0i,399.558980265003+0i,0.558044870295067+0i,-532.997155425298+0i,0.175814293991829+19.970443052416i,0.175814293991829-19.970443052416i,-3.59665779468253+0i
422.994486367769+0i,400.119741761048+0i,0.558044870295067+0i,-533.26896204596+0i,0.175814002520171+19.98446462593i,0.175814002520171-19.98446462593i,-3.59665779468253+0i
423.353577098075+0i,400.56604877552+0i,0.558044870295067+0i,-533.720994264159+0i,0.175814195520049+19.9956238610265i,0.175814195520049-19.9956238610265i,-3.59665779468253+0i
423.905873268281+0i,400.605704050336+0i,0.558044870295067+0i,-534.416240021774+0i,0.175815388962972+19.9966332763389i,0.175815388962972-19.9966332763389i,-3.59665779468253+0i
424.465113174367+0i,401.331556631311+0i,0.558044870295067+0i,-535.120224840707+0i,0.175815644285663+20.0147670592484i,0.175815644285663-20.0147670592484i,-3.59665779468253+0i
424.847709206095+0i,401.967625509283+0i,0.558044870295067+0i,-535.601845661877+0i,0.17581562644903+20.0306405773761i,0.17581562644903-20.0306405773761i,-3.59665779468253+0i
425.173470509057+0i,402.471806265995+0i,0.558044870295067+0i,-536.011921703184+0i,0.175815663370465+20.0432146047243i,0.175815663370465-20.0432146047243i,-3.59665779468253+0i
425.285298246939+0i,403.072358645286+0i,0.558044870295067+0i,-536.152691929862+0i,0.175815087273125+20.0581722157658i,0.175815087273125-20.0581722157658i,-3.59665779468253+0i
425.834721266733+0i,403.47150713526+0i,0.558044870295067+0i,-536.844319880927+0i,0.175815771999357+20.0681239337971i,0.175815771999357-20.0681239337971i,-3.59665779468253+0i
426.119078652477+0i,404.021733724676+0i,0.558044870295067+0i,-537.202275390445+0i,0.175815653996426+20.0818178836219i,0.175815653996426-20.0818178836219i,-3.59665779468253+0i
426.640548867093+0i,404.646933695784+0i,0.558044870295067+0i,-537.858714946855+0i,0.175815964729538+20.0973733277184i,0.175815964729538-20.0973733277184i,-3.59665779468253+0i
427.061417307912+0i,405.117763197053+0i,0.558044870295067+0i,-538.388514603115+0i,0.175816261400592+20.1090809577991i,0.175816261400592-20.1090809577991i,-3.59665779468253+0i
427.659233898591+0i,405.485563399701+0i,0.558044870295067+0i,-539.141061808144+0i,0.175817092165351+20.1182312224875i,0.175817092165351-20.1182312224875i,-3.59665779468253+0i
428.247861668851+0i,406.047389944981+0i,0.558044870295067+0i,-539.882041336466+0i,0.175817635889258+20.1321893035466i,0.175817635889258-20.1321893035466i,-3.59665779468253+0i
428.734475577945+0i,406.783791414396+0i,0.558044870295067+0i,-540.494602496143+0i,0.175817715651903+20.1504601062806i,0.175817715651903-20.1504601062806i,-3.59665779468253+0i
429.579725642255+0i,406.901289644304+0i,0.558044870295067+0i,-541.558626515804+0i,0.175819424197904+20.1534001727686i,0.175819424197904-20.1534001727686i,-3.59665779468253+0i
429.623217787822+0i,407.100670853778+0i,0.558044870295067+0i,-541.613375101854+0i,0.175819250845064+20.1583404120879i,0.175819250845064-20.1583404120879i,-3.59665779468253+0i
429.861468207123+0i,407.812100619397+0i,0.558044870295067+0i,-541.913289447213+0i,0.175818816059572+20.175961115533i,0.175818816059572-20.175961115533i,-3.59665779468253+0i
430.077663826405+0i,407.905938857154+0i,0.558044870295067+0i,-542.185442262141+0i,0.1758191657895+20.1782904841529i,0.1758191657895-20.1782904841529i,-3.59665779468253+0i
430.253671940834+0i,408.318465037589+0i,0.558044870295067+0i,-542.407005067936+0i,0.17581899771839+20.188501024211i,0.17581899771839-20.188501024211i,-3.59665779468253+0i
430.948245742748+0i,408.608376145618+0i,0.558044870295067+0i,-543.281353129689+0i,0.175820133586409+20.1956931128861i,0.175820133586409-20.1956931128861i,-3.59665779468253+0i
431.377521363469+0i,408.847915718427+0i,0.558044870295067+0i,-543.82173658497+0i,0.175820752161183+20.2016286994183i,0.175820752161183-20.2016286994183i,-3.59665779468253+0i
431.411123968422+0i,409.150529889976+0i,0.558044870295067+0i,-543.864035668722+0i,0.17582042047991+20.2091073953558i,0.17582042047991-20.2091073953558i,-3.59665779468253+0i
432.264458269228+0i,409.259964710186+0i,0.558044870295067+0i,-544.938236327706+0i,0.175822135446214+20.2118398601803i,0.175822135446214-20.2118398601803i,-3.59665779468253+0i
432.424251862631+0i,409.714616841647+0i,0.558044870295067+0i,-545.139387733236+0i,0.175821876896279+20.223072989396i,0.175821876896279-20.223072989396i,-3.59665779468253+0i
432.869097065355+0i,410.129276235287+0i,0.558044870295067+0i,-545.699370135334+0i,0.175822291408503+20.2333227281236i,0.175822291408503-20.2333227281236i,-3.59665779468253+0i
433.386060608395+0i,410.530710039706+0i,0.558044870295067+0i,-546.350137141125+0i,0.175822878764237+20.2432435263856i,0.175822878764237-20.2432435263856i,-3.59665779468253+0i
434.13023404955+0i,410.64761797997+0i,0.558044870295067+0i,-547.28692302419+0i,0.175824330779731+20.2461518471967i,0.175824330779731-20.2461518471967i,-3.59665779468253+0i
434.480998302332+0i,411.199683309413+0i,0.558044870295067+0i,-547.728473342786+0i,0.175824356561993+20.259773195048i,0.175824356561993-20.259773195048i,-3.59665779468253+0i
435.033207006341+0i,411.785236521333+0i,0.558044870295067+0i,-548.423607438634+0i,0.17582477137169+20.2742168771763i,0.17582477137169-20.2742168771763i,-3.59665779468253+0i
435.08062927649+0i,412.47226780463+0i,0.558044870295067+0i,-548.48330209917+0i,0.175823968767736+20.2911304150208i,0.175823968767736-20.2911304150208i,-3.59665779468253+0i
435.495108157205+0i,412.677811302313+0i,0.558044870295067+0i,-549.005059073454+0i,0.175824588500072+20.2962012647233i,0.175824588500072-20.2962012647233i,-3.59665779468253+0i
436.012664336906+0i,412.862521954961+0i,0.558044870295067+0i,-549.656572661186+0i,0.175825454362583+20.3007619321152i,0.175825454362583-20.3007619321152i,-3.59665779468253+0i
436.604633729218+0i,413.628449374255+0i,0.558044870295067+0i,-550.40175813752+0i,0.175825715992251+20.3196103413616i,0.175825715992251-20.3196103413616i,-3.59665779468253+0i
436.696997273761+0i,413.661169451241+0i,0.558044870295067+0i,-550.518027841818+0i,0.175825870215521+20.3204173916852i,0.175825870215521-20.3204173916852i,-3.59665779468253+0i
437.506309426038+0i,413.8310853061+0i,0.558044870295067+0i,-551.536811956598+0i,0.175827369537437+20.3246188834502i,0.175827369537437-20.3246188834502i,-3.59665779468253+0i
437.708972045948+0i,414.38150691391+0i,0.558044870295067+0i,-551.791927842246+0i,0.175827083110895+20.3381424542195i,0.175827083110895-20.3381424542195i,-3.59665779468253+0i
438.289614205626+0i,414.805210325143+0i,0.558044870295067+0i,-552.522855167816+0i,0.17582776239261+20.3485606433957i,0.17582776239261-20.3485606433957i,-3.59665779468253+0i
438.621016639474+0i,415.612511931546+0i,0.558044870295067+0i,-552.94003163167+0i,0.175827416664587+20.3683704112642i,0.175827416664587-20.3683704112642i,-3.59665779468253+0i
439.336165261093+0i,416.42769782792+0i,0.558044870295067+0i,-553.840278398632+0i,0.175827872369128+20.3883667688385i,0.175827872369128-20.3883667688385i,-3.59665779468253+0i
439.82342060153+0i,416.537146703526+0i,0.558044870295067+0i,-554.45364861654+0i,0.175828756838185+20.3910629936795i,0.175828756838185-20.3910629936795i,-3.59665779468253+0i
440.452901605058+0i,416.89913733181+0i,0.558044870295067+0i,-555.246055775306+0i,0.175829611749509+20.3999453992614i,0.175829611749509-20.3999453992614i,-3.59665779468253+0i
440.909935562446+0i,417.342620861596+0i,0.558044870295067+0i,-555.821381612708+0i,0.175829998812081+20.4108118041551i,0.175829998812081-20.4108118041551i,-3.59665779468253+0i
441.632365027952+0i,417.649858591315+0i,0.558044870295067+0i,-556.730794992061+0i,0.1758311122001+20.4183498187984i,0.1758311122001-20.4183498187984i,-3.59665779468253+0i
